#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0000443e+06  5.0000000e+03
   1.000e+00    8.6567305e+04  4.3037288e+02
   3.000e+00    9.0438159e+04  4.5246670e+02
   5.000e+00    1.0178344e+05  5.1026453e+02
   7.000e+00    1.1192083e+05  5.6100784e+02
   9.000e+00    1.2088308e+05  6.0686115e+02
   1.100e+01    1.2916091e+05  6.5185705e+02
   1.300e+01    1.3970989e+05  6.9805239e+02
   1.500e+01    1.4930544e+05  7.4772444e+02
   1.700e+01    1.6217946e+05  8.0295409e+02
   1.900e+01    1.7351322e+05  8.6491443e+02
   2.100e+01    1.8698361e+05  9.3379107e+02
   2.300e+01    2.0156504e+05  1.0090378e+03
   2.500e+01    2.1855224e+05  1.0896710e+03
   2.700e+01    2.3618960e+05  1.1744989e+03
   2.900e+01    2.5254709e+05  1.2622790e+03
   3.100e+01    2.7479866e+05  1.3518173e+03
   3.300e+01    2.8983562e+05  1.4420278e+03
   3.500e+01    3.0597821e+05  1.5319624e+03
   3.700e+01    3.2297329e+05  1.6208233e+03
   3.900e+01    3.4348076e+05  1.7079606e+03
   4.100e+01    3.5948052e+05  1.7928633e+03
   4.300e+01    3.7317724e+05  1.8751454e+03
   4.500e+01    3.8979009e+05  1.9545291e+03
   4.700e+01    4.0789230e+05  2.0308294e+03
   4.900e+01    4.2206674e+05  2.1039375e+03
   5.100e+01    4.3374886e+05  2.1738069e+03
   5.300e+01    4.4520598e+05  2.2404407e+03
   5.500e+01    4.6193563e+05  2.3038804e+03
   5.700e+01    4.7007270e+05  2.3641969e+03
   5.900e+01    4.8673373e+05  2.4214826e+03
   6.100e+01    4.9395949e+05  2.4758453e+03
   6.300e+01    5.0395803e+05  2.5274028e+03
   6.500e+01    5.2035816e+05  2.5762794e+03
   6.700e+01    5.2524653e+05  2.6226020e+03
   6.900e+01    5.3438779e+05  2.6664984e+03
   7.100e+01    5.3943412e+05  2.7080947e+03
   7.300e+01    5.4906872e+05  2.7475146e+03
   7.500e+01    5.5339582e+05  2.7848779e+03
   7.700e+01    5.6421652e+05  2.8202999e+03
   7.900e+01    5.6624909e+05  2.8538912e+03
   1.500e+01    1.4989689e+05  7.4772444e+02
   3.100e+01    2.6820664e+05  1.3518173e+03
   6.100e+01    4.9402829e+05  2.4758453e+03
