#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9692822e+05  5.0000000e+03
   1.000e+00    2.6831699e+05  1.3443075e+03
   3.000e+00    2.7704204e+05  1.3928477e+03
   5.000e+00    3.0904480e+05  1.5478046e+03
   7.000e+00    3.3618557e+05  1.6777700e+03
   9.000e+00    3.6022017e+05  1.7884749e+03
   1.100e+01    3.8068852e+05  1.8926289e+03
   1.300e+01    4.0069735e+05  1.9958378e+03
   1.500e+01    4.1511484e+05  2.0994239e+03
   1.700e+01    4.3937531e+05  2.2025961e+03
   1.900e+01    4.6497105e+05  2.3038395e+03
   2.100e+01    4.7931569e+05  2.4016496e+03
   2.300e+01    4.9596674e+05  2.4948398e+03
   2.500e+01    5.1639469e+05  2.5826171e+03
   2.700e+01    5.2849584e+05  2.6645510e+03
   2.900e+01    5.4914631e+05  2.7405018e+03
   3.100e+01    5.6117147e+05  2.8105438e+03
   3.300e+01    5.6854693e+05  2.8748972e+03
   3.500e+01    5.8790486e+05  2.9338735e+03
   3.700e+01    5.9608532e+05  2.9878344e+03
   3.900e+01    6.0898073e+05  3.0371628e+03
   4.100e+01    6.1737711e+05  3.0822426e+03
   4.300e+01    6.2843463e+05  3.1234457e+03
   4.500e+01    6.3663410e+05  3.1611241e+03
   4.700e+01    6.3532905e+05  3.1956060e+03
   4.900e+01    6.4487003e+05  3.2271932e+03
   5.100e+01    6.5024680e+05  3.2561613e+03
   5.300e+01    6.5590440e+05  3.2827606e+03
   5.500e+01    6.5716643e+05  3.3072172e+03
   5.700e+01    6.6432558e+05  3.3297347e+03
   5.900e+01    6.7099303e+05  3.3504963e+03
   6.100e+01    6.7139763e+05  3.3696663e+03
   6.300e+01    6.7604723e+05  3.3873924e+03
   6.500e+01    6.8272585e+05  3.4038069e+03
   6.700e+01    6.8632831e+05  3.4190285e+03
   6.900e+01    6.8979319e+05  3.4331640e+03
   7.100e+01    6.8931313e+05  3.4463089e+03
   7.300e+01    6.9197950e+05  3.4585496e+03
   7.500e+01    6.9982943e+05  3.4699633e+03
   7.700e+01    6.9687197e+05  3.4806200e+03
   7.900e+01    6.9918512e+05  3.4905825e+03
   3.300e+01    5.7496161e+05  2.8748972e+03
   2.100e+01    4.8044636e+05  2.4016496e+03
   5.300e+01    6.5595218e+05  3.2827606e+03
