#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9884690e+05  5.0000000e+03
   1.000e+00    1.6389886e+05  8.1879759e+02
   3.000e+00    1.6390233e+05  8.1993901e+02
   5.000e+00    1.7573379e+05  8.8019273e+02
   7.000e+00    1.8314739e+05  9.1722203e+02
   9.000e+00    1.8690545e+05  9.3087280e+02
   1.100e+01    1.9065440e+05  9.5508957e+02
   1.300e+01    1.9064933e+05  9.5321094e+02
   1.500e+01    1.9397505e+05  9.6464473e+02
   1.700e+01    2.0138054e+05  1.0092588e+03
   1.900e+01    2.1687579e+05  1.0853903e+03
   2.100e+01    2.3798376e+05  1.1850799e+03
   2.300e+01    2.5847208e+05  1.3001683e+03
   2.500e+01    2.8546259e+05  1.4238364e+03
   2.700e+01    3.0998377e+05  1.5508135e+03
   2.900e+01    3.3760385e+05  1.6772331e+03
   3.100e+01    3.6066912e+05  1.8003971e+03
   3.300e+01    3.8334713e+05  1.9185316e+03
   3.500e+01    4.0329911e+05  2.0305633e+03
   3.700e+01    4.2735279e+05  2.1359326e+03
   3.900e+01    4.4453764e+05  2.2344435e+03
   4.100e+01    4.6293982e+05  2.3261486e+03
   4.300e+01    4.8441554e+05  2.4112632e+03
   4.500e+01    4.9922782e+05  2.4901028e+03
   4.700e+01    5.1363842e+05  2.5630396e+03
   4.900e+01    5.2022531e+05  2.6304712e+03
   5.100e+01    5.3996483e+05  2.6928007e+03
   5.300e+01    5.4630745e+05  2.7504225e+03
   5.500e+01    5.6416022e+05  2.8037142e+03
   5.700e+01    5.7097046e+05  2.8530320e+03
   5.900e+01    5.8124667e+05  2.8987077e+03
   6.100e+01    5.8870541e+05  2.9410482e+03
   6.300e+01    5.9847708e+05  2.9803359e+03
   6.500e+01    6.0443660e+05  3.0168289e+03
   6.700e+01    6.0804240e+05  3.0507633e+03
   6.900e+01    6.1529900e+05  3.0823538e+03
   7.100e+01    6.1873623e+05  3.1117958e+03
   7.300e+01    6.2837983e+05  3.1392671e+03
   7.500e+01    6.3574558e+05  3.1649288e+03
   7.700e+01    6.3857521e+05  3.1889276e+03
   7.900e+01    6.3812874e+05  3.2113967e+03
   4.900e+01    5.2931076e+05  2.6304712e+03
   2.500e+01    2.8433492e+05  1.4238364e+03
   3.500e+01    4.0371029e+05  2.0305633e+03
