#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0000514e+06  5.0000000e+03
   1.000e+00    4.0235297e+05  2.0004394e+03
   3.000e+00    4.0550406e+05  2.0255448e+03
   5.000e+00    4.4129890e+05  2.1994565e+03
   7.000e+00    4.7065730e+05  2.3288776e+03
   9.000e+00    4.8117776e+05  2.4243403e+03
   1.100e+01    4.9603889e+05  2.5042367e+03
   1.300e+01    5.1642452e+05  2.5767538e+03
   1.500e+01    5.3101867e+05  2.6452929e+03
   1.700e+01    5.4294491e+05  2.7110746e+03
   1.900e+01    5.5590267e+05  2.7743334e+03
   2.100e+01    5.7368523e+05  2.8349092e+03
   2.300e+01    5.7825857e+05  2.8925398e+03
   2.500e+01    5.8696294e+05  2.9469956e+03
   2.700e+01    5.9544719e+05  2.9981311e+03
   2.900e+01    6.1094595e+05  3.0458935e+03
   3.100e+01    6.1264257e+05  3.0903120e+03
   3.300e+01    6.2932105e+05  3.1314804e+03
   3.500e+01    6.3589367e+05  3.1695389e+03
   3.700e+01    6.4278450e+05  3.2046579e+03
   3.900e+01    6.4779579e+05  3.2370247e+03
   4.100e+01    6.5497760e+05  3.2668338e+03
   4.300e+01    6.5511338e+05  3.2942792e+03
   4.500e+01    6.6343698e+05  3.3195493e+03
   4.700e+01    6.6933645e+05  3.3428240e+03
   4.900e+01    6.6401056e+05  3.3642726e+03
   5.100e+01    6.7278406e+05  3.3840524e+03
   5.300e+01    6.7677174e+05  3.4023090e+03
   5.500e+01    6.8595231e+05  3.4191758e+03
   5.700e+01    6.8232666e+05  3.4347749e+03
   5.900e+01    6.8840001e+05  3.4492174e+03
   6.100e+01    6.9023010e+05  3.4626045e+03
   6.300e+01    6.9562815e+05  3.4750278e+03
   6.500e+01    6.9251968e+05  3.4865705e+03
   6.700e+01    7.0159335e+05  3.4973079e+03
   6.900e+01    7.0273514e+05  3.5073082e+03
   7.100e+01    6.9977450e+05  3.5166332e+03
   7.300e+01    6.9966776e+05  3.5253387e+03
   7.500e+01    7.0754584e+05  3.5334754e+03
   7.700e+01    7.1430787e+05  3.5410894e+03
   7.900e+01    7.1138739e+05  3.5482223e+03
   2.900e+01    6.0852135e+05  3.0458935e+03
   4.100e+01    6.5266941e+05  3.2668338e+03
   7.300e+01    7.0799640e+05  3.5253387e+03
