#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9874565e+05  5.0000000e+03
   1.000e+00    7.8475996e+04  3.9706912e+02
   3.000e+00    8.3034613e+04  4.1621273e+02
   5.000e+00    9.4055235e+04  4.6796180e+02
   7.000e+00    1.0175775e+05  5.1156847e+02
   9.000e+00    1.1077771e+05  5.5258825e+02
   1.100e+01    1.1731414e+05  5.9100944e+02
   1.300e+01    1.2772661e+05  6.3414604e+02
   1.500e+01    1.3918416e+05  6.9079325e+02
   1.700e+01    1.5269266e+05  7.6419806e+02
   1.900e+01    1.7074436e+05  8.5336599e+02
   2.100e+01    1.9031796e+05  9.5538670e+02
   2.300e+01    2.1289194e+05  1.0667754e+03
   2.500e+01    2.3699593e+05  1.1841200e+03
   2.700e+01    2.6080884e+05  1.3043835e+03
   2.900e+01    2.8617878e+05  1.4250304e+03
   3.100e+01    3.0812870e+05  1.5440518e+03
   3.300e+01    3.3437325e+05  1.6599345e+03
   3.500e+01    3.5323421e+05  1.7715993e+03
   3.700e+01    3.7500846e+05  1.8783289e+03
   3.900e+01    3.9721880e+05  1.9796955e+03
   4.100e+01    4.1409794e+05  2.0754948e+03
   4.300e+01    4.3469287e+05  2.1656902e+03
   4.500e+01    4.5222667e+05  2.2503664e+03
   4.700e+01    4.6633183e+05  2.3296925e+03
   4.900e+01    4.7829339e+05  2.4038935e+03
   5.100e+01    4.9613805e+05  2.4732287e+03
   5.300e+01    5.0806661e+05  2.5379760e+03
   5.500e+01    5.1990112e+05  2.5984193e+03
   5.700e+01    5.2999684e+05  2.6548415e+03
   5.900e+01    5.3837934e+05  2.7075177e+03
   6.100e+01    5.5434388e+05  2.7567120e+03
   6.300e+01    5.6205098e+05  2.8026753e+03
   6.500e+01    5.6769806e+05  2.8456437e+03
   6.700e+01    5.7849634e+05  2.8858381e+03
   6.900e+01    5.9025899e+05  2.9234642e+03
   7.100e+01    5.8987995e+05  2.9587128e+03
   7.300e+01    5.9713484e+05  2.9917605e+03
   7.500e+01    6.0663868e+05  3.0227704e+03
   7.700e+01    6.1588607e+05  3.0518927e+03
   7.900e+01    6.1306619e+05  3.0792660e+03
   3.000e+00    8.3679726e+04  4.1621273e+02
   2.500e+01    2.3776866e+05  1.1841200e+03
   7.900e+01    6.1419005e+05  3.0792660e+03
