#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9313947e+05  5.0000000e+03
   1.000e+00    3.6638888e+04  1.8325767e+02
   3.000e+00    3.9115427e+04  1.9479705e+02
   5.000e+00    4.4633659e+04  2.2222663e+02
   7.000e+00    4.9216520e+04  2.4700995e+02
   9.000e+00    5.4315455e+04  2.7001380e+02
   1.100e+01    5.7816809e+04  2.9334084e+02
   1.300e+01    6.4107064e+04  3.1744546e+02
   1.500e+01    6.8498699e+04  3.4330200e+02
   1.700e+01    7.4618810e+04  3.7271616e+02
   1.900e+01    8.1524095e+04  4.0739549e+02
   2.100e+01    8.9826676e+04  4.4842812e+02
   2.300e+01    9.8722387e+04  4.9625535e+02
   2.500e+01    1.0988925e+05  5.5081807e+02
   2.700e+01    1.2251346e+05  6.1170820e+02
   2.900e+01    1.3620067e+05  6.7828654e+02
   3.100e+01    1.5019471e+05  7.4977070e+02
   3.300e+01    1.6402148e+05  8.2530272e+02
   3.500e+01    1.8129625e+05  9.0400184e+02
   3.700e+01    1.9505820e+05  9.8500515e+02
   3.900e+01    2.1207670e+05  1.0674976e+03
   4.100e+01    2.2861155e+05  1.1507327e+03
   4.300e+01    2.4570830e+05  1.2340444e+03
   4.500e+01    2.6411977e+05  1.3168533e+03
   4.700e+01    2.7887688e+05  1.3986669e+03
   4.900e+01    2.9461718e+05  1.4790763e+03
   5.100e+01    3.1109835e+05  1.5577504e+03
   5.300e+01    3.2481342e+05  1.6344290e+03
   5.500e+01    3.4298556e+05  1.7089143e+03
   5.700e+01    3.5563262e+05  1.7810632e+03
   5.900e+01    3.7017892e+05  1.8507794e+03
   6.100e+01    3.8667230e+05  1.9180060e+03
   6.300e+01    3.9963885e+05  1.9827188e+03
   6.500e+01    4.1351400e+05  2.0449206e+03
   6.700e+01    4.2098889e+05  2.1046357e+03
   6.900e+01    4.3469542e+05  2.1619058e+03
   7.100e+01    4.4192453e+05  2.2167857e+03
   7.300e+01    4.5591083e+05  2.2693403e+03
   7.500e+01    4.6166671e+05  2.3196420e+03
   7.700e+01    4.7602020e+05  2.3677684e+03
   7.900e+01    4.8324314e+05  2.4138002e+03
   5.700e+01    3.5444265e+05  1.7810632e+03
   2.100e+01    8.9498554e+04  4.4842812e+02
   7.100e+01    4.4705256e+05  2.2167857e+03
