#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9739006e+05  5.0000000e+03
   1.000e+00    1.6183188e+05  8.1396519e+02
   3.000e+00    1.6994687e+05  8.5249470e+02
   5.000e+00    1.9030630e+05  9.5758015e+02
   7.000e+00    2.1026660e+05  1.0492673e+03
   9.000e+00    2.2455207e+05  1.1310377e+03
   1.100e+01    2.4143498e+05  1.2106675e+03
   1.300e+01    2.5769310e+05  1.2928287e+03
   1.500e+01    2.7438246e+05  1.3799655e+03
   1.700e+01    2.9599789e+05  1.4725313e+03
   1.900e+01    3.1512594e+05  1.5696234e+03
   2.100e+01    3.3455388e+05  1.6696701e+03
   2.300e+01    3.5507551e+05  1.7709254e+03
   2.500e+01    3.7406836e+05  1.8717558e+03
   2.700e+01    3.9350970e+05  1.9707789e+03
   2.900e+01    4.1189960e+05  2.0669090e+03
   3.100e+01    4.2928381e+05  2.1593499e+03
   3.300e+01    4.5285741e+05  2.2475636e+03
   3.500e+01    4.6341117e+05  2.3312271e+03
   3.700e+01    4.7989071e+05  2.4101893e+03
   3.900e+01    4.9500086e+05  2.4844306e+03
   4.100e+01    5.1630799e+05  2.5540285e+03
   4.300e+01    5.2740338e+05  2.6191294e+03
   4.500e+01    5.3211380e+05  2.6799256e+03
   4.700e+01    5.4155727e+05  2.7366380e+03
   4.900e+01    5.5816578e+05  2.7895030e+03
   5.100e+01    5.6717748e+05  2.8387623e+03
   5.300e+01    5.8278451e+05  2.8846565e+03
   5.500e+01    5.8632411e+05  2.9274200e+03
   5.700e+01    5.9301747e+05  2.9672775e+03
   5.900e+01    5.9608190e+05  3.0044424e+03
   6.100e+01    6.0793716e+05  3.0391154e+03
   6.300e+01    6.1492067e+05  3.0714844e+03
   6.500e+01    6.1984423e+05  3.1017239e+03
   6.700e+01    6.2532305e+05  3.1299957e+03
   6.900e+01    6.3079723e+05  3.1564494e+03
   7.100e+01    6.3467580e+05  3.1812228e+03
   7.300e+01    6.4280800e+05  3.2044430e+03
   7.500e+01    6.4838466e+05  3.2262265e+03
   7.700e+01    6.5511768e+05  3.2466807e+03
   7.900e+01    6.4910095e+05  3.2659038e+03
   4.500e+01    5.3366246e+05  2.6799256e+03
   7.900e+01    6.5211878e+05  3.2659038e+03
   1.500e+01    2.7924902e+05  1.3799655e+03
