#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0033211e+06  5.0000000e+03
   1.000e+00    1.4977787e+04  7.5417996e+01
   3.000e+00    1.5907835e+04  7.9236790e+01
   5.000e+00    1.7861833e+04  8.9428904e+01
   7.000e+00    1.9816507e+04  9.8460408e+01
   9.000e+00    2.1145627e+04  1.0609243e+02
   1.100e+01    2.2563841e+04  1.1360869e+02
   1.300e+01    2.4229476e+04  1.2177970e+02
   1.500e+01    2.5869120e+04  1.2958338e+02
   1.700e+01    2.7256229e+04  1.3704184e+02
   1.900e+01    2.8969418e+04  1.4555582e+02
   2.100e+01    3.1279616e+04  1.5673263e+02
   2.300e+01    3.4539462e+04  1.7176045e+02
   2.500e+01    3.8460626e+04  1.9137816e+02
   2.700e+01    4.3302980e+04  2.1601019e+02
   2.900e+01    4.8838511e+04  2.4587150e+02
   3.100e+01    5.5965297e+04  2.8102022e+02
   3.300e+01    6.4307336e+04  3.2138069e+02
   3.500e+01    7.3001028e+04  3.6675690e+02
   3.700e+01    8.3753570e+04  4.1684652e+02
   3.900e+01    9.4644160e+04  4.7125855e+02
   4.100e+01    1.0558002e+05  5.2953410e+02
   4.300e+01    1.1810091e+05  5.9116848e+02
   4.500e+01    1.3057861e+05  6.5563268e+02
   4.700e+01    1.4503684e+05  7.2239273e+02
   4.900e+01    1.5994647e+05  7.9092596e+02
   5.100e+01    1.7280747e+05  8.6073384e+02
   5.300e+01    1.8718217e+05  9.3135135e+02
   5.500e+01    1.9966716e+05  1.0023532e+03
   5.700e+01    2.1605934e+05  1.0733571e+03
   5.900e+01    2.2807804e+05  1.1440256e+03
   6.100e+01    2.4316796e+05  1.2140650e+03
   6.300e+01    2.5469098e+05  1.2832240e+03
   6.500e+01    2.7012342e+05  1.3512911e+03
   6.700e+01    2.8392297e+05  1.4180916e+03
   6.900e+01    2.9566539e+05  1.4834838e+03
   7.100e+01    3.1026386e+05  1.5473563e+03
   7.300e+01    3.1819239e+05  1.6096236e+03
   7.500e+01    3.3227665e+05  1.6702237e+03
   7.700e+01    3.4726583e+05  1.7291144e+03
   7.900e+01    3.5544200e+05  1.7862708e+03
   1.500e+01    2.6063519e+04  1.2958338e+02
   6.700e+01    2.8377661e+05  1.4180916e+03
   5.000e+00    1.7930301e+04  8.9428904e+01
