#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0042801e+06  5.0000000e+03
   1.000e+00    5.9199552e+04  2.9633108e+02
   3.000e+00    6.0665485e+04  3.0420082e+02
   5.000e+00    6.6185296e+04  3.3493718e+02
   7.000e+00    7.2320258e+04  3.6023454e+02
   9.000e+00    7.4997898e+04  3.7829658e+02
   1.100e+01    7.8493718e+04  3.9650151e+02
   1.300e+01    8.2709021e+04  4.1441265e+02
   1.500e+01    8.5481944e+04  4.2866648e+02
   1.700e+01    8.8382687e+04  4.4277128e+02
   1.900e+01    9.2922394e+04  4.6225511e+02
   2.100e+01    9.8416592e+04  4.9062527e+02
   2.300e+01    1.0510745e+05  5.2913533e+02
   2.500e+01    1.1576013e+05  5.7766111e+02
   2.700e+01    1.2654711e+05  6.3538441e+02
   2.900e+01    1.4013299e+05  7.0116136e+02
   3.100e+01    1.5446503e+05  7.7370849e+02
   3.300e+01    1.6979376e+05  8.5170598e+02
   3.500e+01    1.8570436e+05  9.3386384e+02
   3.700e+01    2.0528354e+05  1.0189678e+03
   3.900e+01    2.2104573e+05  1.1059102e+03
   4.100e+01    2.3883220e+05  1.1937088e+03
   4.300e+01    2.5598088e+05  1.2815145e+03
   4.500e+01    2.7296979e+05  1.3686116e+03
   4.700e+01    2.9132319e+05  1.4544114e+03
   4.900e+01    3.0593883e+05  1.5384424e+03
   5.100e+01    3.2609925e+05  1.6203376e+03
   5.300e+01    3.3823338e+05  1.6998219e+03
   5.500e+01    3.5266775e+05  1.7766984e+03
   5.700e+01    3.7171412e+05  1.8508363e+03
   5.900e+01    3.8451110e+05  1.9221597e+03
   6.100e+01    4.0087313e+05  1.9906370e+03
   6.300e+01    4.1086309e+05  2.0562725e+03
   6.500e+01    4.2399909e+05  2.1190984e+03
   6.700e+01    4.3687950e+05  2.1791691e+03
   6.900e+01    4.4841149e+05  2.2365549e+03
   7.100e+01    4.5934792e+05  2.2913386e+03
   7.300e+01    4.6865407e+05  2.3436111e+03
   7.500e+01    4.7801944e+05  2.3934688e+03
   7.700e+01    4.8981370e+05  2.4410114e+03
   7.900e+01    4.9654281e+05  2.4863397e+03
   2.100e+01    9.8390941e+04  4.9062527e+02
   1.300e+01    8.2974635e+04  4.1441265e+02
   2.500e+01    1.1475490e+05  5.7766111e+02
