#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9231819e+05  5.0000000e+03
   1.000e+00    2.2720375e+05  1.1424107e+03
   2.000e+00    2.4299850e+05  1.2196716e+03
   3.000e+00    2.6157615e+05  1.3072253e+03
   4.000e+00    2.8003019e+05  1.4040931e+03
   5.000e+00    3.0128210e+05  1.5081836e+03
   6.000e+00    3.2134085e+05  1.6232914e+03
   7.000e+00    3.4976200e+05  1.7494657e+03
   8.000e+00    3.7463889e+05  1.8829604e+03
   9.000e+00    4.0350338e+05  2.0189032e+03
   1.000e+01    4.3217975e+05  2.1530405e+03
   1.100e+01    4.5323203e+05  2.2821343e+03
   1.200e+01    4.7955257e+05  2.4041593e+03
   1.300e+01    5.0609080e+05  2.5179083e+03
   1.400e+01    5.2879108e+05  2.6229665e+03
   1.500e+01    5.4516968e+05  2.7192871e+03
   1.600e+01    5.6696706e+05  2.8072305e+03
   1.700e+01    5.8005750e+05  2.8872380e+03
   1.800e+01    5.8972823e+05  2.9599370e+03
   1.900e+01    6.0596557e+05  3.0259002e+03
   2.000e+01    6.1916329e+05  3.0857802e+03
   2.100e+01    6.2728850e+05  3.1401250e+03
   2.200e+01    6.3716943e+05  3.1895179e+03
   2.300e+01    6.5401040e+05  3.2344287e+03
   2.400e+01    6.5750441e+05  3.2753460e+03
   2.500e+01    6.6107104e+05  3.3126523e+03
   2.600e+01    6.6683489e+05  3.3467447e+03
   2.700e+01    6.7031201e+05  3.3779272e+03
   2.800e+01    6.8623044e+05  3.4065183e+03
   2.900e+01    6.8282874e+05  3.4327566e+03
   3.000e+01    6.9390297e+05  3.4568963e+03
   3.100e+01    6.9206529e+05  3.4791240e+03
   3.200e+01    7.0338598e+05  3.4996430e+03
   3.300e+01    7.0236678e+05  3.5185988e+03
   3.400e+01    7.0560725e+05  3.5361546e+03
   3.500e+01    7.1385387e+05  3.5524243e+03
   3.600e+01    7.1212991e+05  3.5675395e+03
   3.700e+01    7.1956977e+05  3.5815896e+03
   3.800e+01    7.2154541e+05  3.5946814e+03
   3.900e+01    7.1688896e+05  3.6068854e+03
   4.000e+01    7.2558566e+05  3.6182891e+03
   3.200e+01    7.0001766e+05  3.4996430e+03
   9.000e+00    4.0194178e+05  2.0189032e+03
   1.700e+01    5.8407780e+05  2.8872380e+03
