#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9191003e+05  5.0000000e+03
   1.000e+00    3.5969183e+05  1.7998480e+03
   3.000e+00    3.6295674e+05  1.8113077e+03
   5.000e+00    3.6488785e+05  1.8184872e+03
   7.000e+00    3.6167932e+05  1.8186402e+03
   9.000e+00    3.5616674e+05  1.8024291e+03
   1.100e+01    3.6382914e+05  1.8113156e+03
   1.300e+01    3.6233162e+05  1.8053702e+03
   1.500e+01    3.6798056e+05  1.8261847e+03
   1.700e+01    3.7522724e+05  1.8855080e+03
   1.900e+01    3.9599629e+05  1.9745940e+03
   2.100e+01    4.1831757e+05  2.0812531e+03
   2.300e+01    4.3499713e+05  2.1955511e+03
   2.500e+01    4.6453165e+05  2.3106228e+03
   2.700e+01    4.8786602e+05  2.4221537e+03
   2.900e+01    5.0695548e+05  2.5276694e+03
   3.100e+01    5.2655444e+05  2.6259347e+03
   3.300e+01    5.4527028e+05  2.7165097e+03
   3.500e+01    5.5909289e+05  2.7994419e+03
   3.700e+01    5.7078716e+05  2.8750608e+03
   3.900e+01    5.8596451e+05  2.9438455e+03
   4.100e+01    6.0066224e+05  3.0063406e+03
   4.300e+01    6.0993706e+05  3.0631055e+03
   4.500e+01    6.2607828e+05  3.1146836e+03
   4.700e+01    6.3094636e+05  3.1615871e+03
   4.900e+01    6.4042098e+05  3.2042878e+03
   5.100e+01    6.4279652e+05  3.2432152e+03
   5.300e+01    6.5698188e+05  3.2787567e+03
   5.500e+01    6.5983110e+05  3.3112591e+03
   5.700e+01    6.7319744e+05  3.3410325e+03
   5.900e+01    6.6776290e+05  3.3683526e+03
   6.100e+01    6.7971998e+05  3.3934651e+03
   6.300e+01    6.8184651e+05  3.4165879e+03
   6.500e+01    6.8625114e+05  3.4379152e+03
   6.700e+01    6.9735496e+05  3.4576194e+03
   6.900e+01    6.9843690e+05  3.4758540e+03
   7.100e+01    6.9548371e+05  3.4927558e+03
   7.300e+01    7.0652192e+05  3.5084470e+03
   7.500e+01    7.0221967e+05  3.5230365e+03
   7.700e+01    7.1006909e+05  3.5366218e+03
   7.900e+01    7.0359002e+05  3.5492905e+03
   7.700e+01    7.0609773e+05  3.5366218e+03
   9.000e+00    3.5991980e+05  1.8024291e+03
   3.100e+01    5.2425920e+05  2.6259347e+03
