#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0050110e+06  5.0000000e+03
   1.000e+00    4.1912417e+05  2.0734313e+03
   2.000e+00    4.1522053e+05  2.0821694e+03
   3.000e+00    4.2585525e+05  2.1366412e+03
   4.000e+00    4.5832814e+05  2.2917747e+03
   5.000e+00    5.0490513e+05  2.5160372e+03
   6.000e+00    5.4423116e+05  2.7366975e+03
   7.000e+00    5.8889292e+05  2.9262419e+03
   8.000e+00    6.1924836e+05  3.0809721e+03
   9.000e+00    6.4314416e+05  3.2051261e+03
   1.000e+01    6.5911860e+05  3.3045125e+03
   1.100e+01    6.7998737e+05  3.3844310e+03
   1.200e+01    6.9279373e+05  3.4491852e+03
   1.300e+01    6.9621784e+05  3.5021189e+03
   1.400e+01    7.1656907e+05  3.5457886e+03
   1.500e+01    7.1535186e+05  3.5821419e+03
   1.600e+01    7.2386716e+05  3.6126671e+03
   1.700e+01    7.2579445e+05  3.6385080e+03
   1.800e+01    7.3351907e+05  3.6605507e+03
   1.900e+01    7.4016600e+05  3.6794874e+03
   2.000e+01    7.3618879e+05  3.6958636e+03
   2.100e+01    7.3588066e+05  3.7101124e+03
   2.200e+01    7.4284109e+05  3.7225810e+03
   2.300e+01    7.4183376e+05  3.7335497e+03
   2.400e+01    7.4580982e+05  3.7432467e+03
   2.500e+01    7.4989723e+05  3.7518589e+03
   2.600e+01    7.5166689e+05  3.7595404e+03
   2.700e+01    7.5814533e+05  3.7664195e+03
   2.800e+01    7.5069218e+05  3.7726031e+03
   2.900e+01    7.5696881e+05  3.7781811e+03
   3.000e+01    7.5472566e+05  3.7832295e+03
   3.100e+01    7.6273316e+05  3.7878129e+03
   3.200e+01    7.6798226e+05  3.7919863e+03
   3.300e+01    7.6031118e+05  3.7957969e+03
   3.400e+01    7.6621782e+05  3.7992855e+03
   3.500e+01    7.5848131e+05  3.8024870e+03
   3.600e+01    7.5500000e+05  3.8054322e+03
   3.700e+01    7.5679162e+05  3.8081474e+03
   3.800e+01    7.5611384e+05  3.8106561e+03
   3.900e+01    7.5895526e+05  3.8129785e+03
   4.000e+01    7.6211006e+05  3.8151327e+03
   2.500e+01    7.5468680e+05  3.7518589e+03
   3.900e+01    7.6526425e+05  3.8129785e+03
   3.200e+01    7.6015585e+05  3.7919863e+03
