#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9763903e+05  5.0000000e+03
   1.000e+00    1.5088744e+05  7.5492025e+02
   2.000e+00    1.6001221e+05  7.9909288e+02
   3.000e+00    1.6920108e+05  8.4441280e+02
   4.000e+00    1.8201374e+05  9.0482888e+02
   5.000e+00    1.9394458e+05  9.6765822e+02
   6.000e+00    2.0956088e+05  1.0421070e+03
   7.000e+00    2.2699559e+05  1.1379702e+03
   8.000e+00    2.5175179e+05  1.2548169e+03
   9.000e+00    2.7679048e+05  1.3870477e+03
   1.000e+01    3.0413160e+05  1.5281885e+03
   1.100e+01    3.3428603e+05  1.6724058e+03
   1.200e+01    3.6117115e+05  1.8153496e+03
   1.300e+01    3.9026353e+05  1.9537284e+03
   1.400e+01    4.1956989e+05  2.0856060e+03
   1.500e+01    4.4237851e+05  2.2096391e+03
   1.600e+01    4.6847525e+05  2.3253951e+03
   1.700e+01    4.8689533e+05  2.4326155e+03
   1.800e+01    5.0609593e+05  2.5316080e+03
   1.900e+01    5.2521683e+05  2.6226096e+03
   2.000e+01    5.4003547e+05  2.7062139e+03
   2.100e+01    5.5116367e+05  2.7828315e+03
   2.200e+01    5.6975385e+05  2.8531138e+03
   2.300e+01    5.8235880e+05  2.9174915e+03
   2.400e+01    5.9839018e+05  2.9765741e+03
   2.500e+01    6.0418685e+05  3.0307497e+03
   2.600e+01    6.1524582e+05  3.0805504e+03
   2.700e+01    6.2529436e+05  3.1263027e+03
   2.800e+01    6.3126830e+05  3.1684564e+03
   2.900e+01    6.4234103e+05  3.2072762e+03
   3.000e+01    6.4763188e+05  3.2431365e+03
   3.100e+01    6.5504438e+05  3.2762475e+03
   3.200e+01    6.5785841e+05  3.3069191e+03
   3.300e+01    6.6282946e+05  3.3353160e+03
   3.400e+01    6.7544359e+05  3.3616945e+03
   3.500e+01    6.8158943e+05  3.3861828e+03
   3.600e+01    6.7983305e+05  3.4089935e+03
   3.700e+01    6.8753409e+05  3.4302256e+03
   3.800e+01    6.9222072e+05  3.4500561e+03
   3.900e+01    6.9720256e+05  3.4685613e+03
   4.000e+01    6.9684441e+05  3.4858896e+03
   3.800e+01    6.8964461e+05  3.4500561e+03
   1.200e+01    3.6321864e+05  1.8153496e+03
   6.000e+00    2.0826251e+05  1.0421070e+03
