#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9747328e+05  5.0000000e+03
   1.000e+00    2.5393612e+05  1.2724377e+03
   2.000e+00    2.5429171e+05  1.2853264e+03
   3.000e+00    2.5819260e+05  1.2854740e+03
   4.000e+00    2.6216233e+05  1.3081547e+03
   5.000e+00    2.5672794e+05  1.2841990e+03
   6.000e+00    2.6231341e+05  1.3041386e+03
   7.000e+00    2.6384369e+05  1.3078138e+03
   8.000e+00    2.5940379e+05  1.2965020e+03
   9.000e+00    2.5741356e+05  1.2979516e+03
   1.000e+01    2.6759637e+05  1.3245009e+03
   1.100e+01    2.7568027e+05  1.3758198e+03
   1.200e+01    2.9006510e+05  1.4469021e+03
   1.300e+01    3.0658251e+05  1.5320190e+03
   1.400e+01    3.2584992e+05  1.6260857e+03
   1.500e+01    3.4034322e+05  1.7249944e+03
   1.600e+01    3.6291628e+05  1.8255922e+03
   1.700e+01    3.8357392e+05  1.9255512e+03
   1.800e+01    4.0177335e+05  2.0232169e+03
   1.900e+01    4.1825419e+05  2.1174650e+03
   2.000e+01    4.4375063e+05  2.2075779e+03
   2.100e+01    4.5718783e+05  2.2931422e+03
   2.200e+01    4.7635711e+05  2.3739676e+03
   2.300e+01    4.8537006e+05  2.4500231e+03
   2.400e+01    5.0603413e+05  2.5213884e+03
   2.500e+01    5.1870470e+05  2.5882175e+03
   2.600e+01    5.3375645e+05  2.6507119e+03
   2.700e+01    5.4213183e+05  2.7091002e+03
   2.800e+01    5.5203828e+05  2.7636249e+03
   2.900e+01    5.6388237e+05  2.8145319e+03
   3.000e+01    5.7515096e+05  2.8620640e+03
   3.100e+01    5.8028494e+05  2.9064562e+03
   3.200e+01    5.8788459e+05  2.9479328e+03
   3.300e+01    5.9525943e+05  2.9867060e+03
   3.400e+01    6.0264775e+05  3.0229746e+03
   3.500e+01    6.1483930e+05  3.0569243e+03
   3.600e+01    6.2142821e+05  3.0887275e+03
   3.700e+01    6.1686724e+05  3.1185438e+03
   3.800e+01    6.3286061e+05  3.1465206e+03
   3.900e+01    6.4031500e+05  3.1727938e+03
   4.000e+01    6.4166084e+05  3.1974887e+03
   3.000e+01    5.7368990e+05  2.8620640e+03
   4.000e+00    2.6046933e+05  1.3081547e+03
   5.000e+00    2.5745155e+05  1.2841990e+03
