#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0003684e+06  5.0000000e+03
   1.000e+00    8.5069076e+04  4.2421755e+02
   2.000e+00    8.6524140e+04  4.3407029e+02
   3.000e+00    8.8732074e+04  4.4750678e+02
   4.000e+00    8.9664651e+04  4.5136037e+02
   5.000e+00    9.1758351e+04  4.5711133e+02
   6.000e+00    9.4644901e+04  4.7690135e+02
   7.000e+00    9.5988680e+04  4.8541407e+02
   8.000e+00    9.7355779e+04  4.8824049e+02
   9.000e+00    9.9406996e+04  4.9997717e+02
   1.000e+01    1.0496048e+05  5.2764840e+02
   1.100e+01    1.1456151e+05  5.7225534e+02
   1.200e+01    1.2654216e+05  6.3214583e+02
   1.300e+01    1.4049796e+05  7.0500649e+02
   1.400e+01    1.5689181e+05  7.8841199e+02
   1.500e+01    1.7526556e+05  8.7976171e+02
   1.600e+01    1.9626990e+05  9.7707532e+02
   1.700e+01    2.1619675e+05  1.0779384e+03
   1.800e+01    2.3508323e+05  1.1810371e+03
   1.900e+01    2.5494234e+05  1.2843454e+03
   2.000e+01    2.7895870e+05  1.3872098e+03
   2.100e+01    2.9787634e+05  1.4880427e+03
   2.200e+01    3.1677228e+05  1.5867255e+03
   2.300e+01    3.3909938e+05  1.6820591e+03
   2.400e+01    3.5466753e+05  1.7742996e+03
   2.500e+01    3.7467529e+05  1.8625498e+03
   2.600e+01    3.9028892e+05  1.9472980e+03
   2.700e+01    4.0943531e+05  2.0278645e+03
   2.800e+01    4.2307060e+05  2.1048616e+03
   2.900e+01    4.3806515e+05  2.1777605e+03
   3.000e+01    4.5034652e+05  2.2472241e+03
   3.100e+01    4.6440970e+05  2.3128259e+03
   3.200e+01    4.7993998e+05  2.3752330e+03
   3.300e+01    4.8547815e+05  2.4340885e+03
   3.400e+01    4.9825812e+05  2.4900365e+03
   3.500e+01    5.1393177e+05  2.5427682e+03
   3.600e+01    5.2104657e+05  2.5928901e+03
   3.700e+01    5.3153520e+05  2.6401274e+03
   3.800e+01    5.3391021e+05  2.6850429e+03
   3.900e+01    5.4712993e+05  2.7273869e+03
   4.000e+01    5.5208126e+05  2.7676765e+03
   1.500e+01    1.7627305e+05  8.7976171e+02
   3.000e+00    9.0217053e+04  4.4750678e+02
   2.700e+01    4.0476946e+05  2.0278645e+03
