#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9887188e+05  5.0000000e+03
   1.000e+00    4.0997887e+05  2.0427730e+03
   2.000e+00    4.2789237e+05  2.1320314e+03
   3.000e+00    4.4476748e+05  2.2264436e+03
   4.000e+00    4.7002657e+05  2.3259179e+03
   5.000e+00    4.8095250e+05  2.4307582e+03
   6.000e+00    5.0538557e+05  2.5390404e+03
   7.000e+00    5.2826669e+05  2.6469622e+03
   8.000e+00    5.5346281e+05  2.7508312e+03
   9.000e+00    5.7025357e+05  2.8480444e+03
   1.000e+01    5.8597239e+05  2.9371851e+03
   1.100e+01    6.0066652e+05  3.0177678e+03
   1.200e+01    6.1469093e+05  3.0899281e+03
   1.300e+01    6.2787592e+05  3.1541643e+03
   1.400e+01    6.4407256e+05  3.2111557e+03
   1.500e+01    6.5472861e+05  3.2616446e+03
   1.600e+01    6.6525277e+05  3.3063667e+03
   1.700e+01    6.6909727e+05  3.3460127e+03
   1.800e+01    6.7434264e+05  3.3812104e+03
   1.900e+01    6.8400259e+05  3.4125196e+03
   2.000e+01    6.8624958e+05  3.4404321e+03
   2.100e+01    6.9399707e+05  3.4653771e+03
   2.200e+01    6.9771867e+05  3.4877271e+03
   2.300e+01    7.0518136e+05  3.5078042e+03
   2.400e+01    7.0292900e+05  3.5258868e+03
   2.500e+01    7.0908433e+05  3.5422155e+03
   2.600e+01    7.1079036e+05  3.5569982e+03
   2.700e+01    7.1269051e+05  3.5704148e+03
   2.800e+01    7.1800565e+05  3.5826213e+03
   2.900e+01    7.1802460e+05  3.5937533e+03
   3.000e+01    7.1998602e+05  3.6039286e+03
   3.100e+01    7.2541803e+05  3.6132501e+03
   3.200e+01    7.2581845e+05  3.6218077e+03
   3.300e+01    7.2792759e+05  3.6296802e+03
   3.400e+01    7.2864968e+05  3.6369369e+03
   3.500e+01    7.2899903e+05  3.6436387e+03
   3.600e+01    7.3317956e+05  3.6498395e+03
   3.700e+01    7.2960846e+05  3.6555869e+03
   3.800e+01    7.1954238e+05  3.6609231e+03
   3.900e+01    7.3521538e+05  3.6658857e+03
   4.000e+01    7.3392843e+05  3.6705081e+03
   3.800e+01    7.2850854e+05  3.6609231e+03
   1.600e+01    6.6463388e+05  3.3063667e+03
   1.400e+01    6.4938030e+05  3.2111557e+03
