#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9820642e+05  5.0000000e+03
   1.000e+00    4.1596084e+05  2.0829697e+03
   3.000e+00    4.2653842e+05  2.1355114e+03
   5.000e+00    4.7298026e+05  2.3504424e+03
   7.000e+00    5.0783288e+05  2.5218019e+03
   9.000e+00    5.3303102e+05  2.6586550e+03
   1.100e+01    5.5452067e+05  2.7785375e+03
   1.300e+01    5.7378111e+05  2.8872589e+03
   1.500e+01    5.9458741e+05  2.9860406e+03
   1.700e+01    6.1784592e+05  3.0750023e+03
   1.900e+01    6.2682944e+05  3.1543258e+03
   2.100e+01    6.3588471e+05  3.2244928e+03
   2.300e+01    6.5591813e+05  3.2862243e+03
   2.500e+01    6.6311460e+05  3.3403658e+03
   2.700e+01    6.7595241e+05  3.3877910e+03
   2.900e+01    6.8648953e+05  3.4293392e+03
   3.100e+01    6.9142497e+05  3.4657814e+03
   3.300e+01    7.0163882e+05  3.4978055e+03
   3.500e+01    7.0063909e+05  3.5260146e+03
   3.700e+01    7.1223615e+05  3.5509306e+03
   3.900e+01    7.2018018e+05  3.5730022e+03
   4.100e+01    7.1704809e+05  3.5926132e+03
   4.300e+01    7.1784512e+05  3.6100914e+03
   4.500e+01    7.2317714e+05  3.6257164e+03
   4.700e+01    7.2667579e+05  3.6397269e+03
   4.900e+01    7.3065440e+05  3.6523269e+03
   5.100e+01    7.2747642e+05  3.6636911e+03
   5.300e+01    7.3504265e+05  3.6739692e+03
   5.500e+01    7.4233481e+05  3.6832901e+03
   5.700e+01    7.4195212e+05  3.6917650e+03
   5.900e+01    7.3567751e+05  3.6994899e+03
   6.100e+01    7.4314655e+05  3.7065481e+03
   6.300e+01    7.4244204e+05  3.7130121e+03
   6.500e+01    7.4414314e+05  3.7189450e+03
   6.700e+01    7.4598565e+05  3.7244020e+03
   6.900e+01    7.4402794e+05  3.7294315e+03
   7.100e+01    7.5397391e+05  3.7340762e+03
   7.300e+01    7.4566368e+05  3.7383735e+03
   7.500e+01    7.5384845e+05  3.7423566e+03
   7.700e+01    7.4946520e+05  3.7460548e+03
   7.900e+01    7.4828114e+05  3.7494942e+03
   5.500e+01    7.3633688e+05  3.6832901e+03
   4.900e+01    7.2544020e+05  3.6523269e+03
   3.900e+01    7.1078275e+05  3.5730022e+03
