#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0046025e+06  5.0000000e+03
   1.000e+00    1.0245110e+05  5.1529627e+02
   3.000e+00    1.0548881e+05  5.2557582e+02
   5.000e+00    1.1396464e+05  5.7606576e+02
   7.000e+00    1.2341894e+05  6.1291533e+02
   9.000e+00    1.2753378e+05  6.4058515e+02
   1.100e+01    1.3307795e+05  6.6857029e+02
   1.300e+01    1.3785321e+05  6.8704843e+02
   1.500e+01    1.4180037e+05  7.0727924e+02
   1.700e+01    1.4871802e+05  7.4207928e+02
   1.900e+01    1.5939813e+05  7.9590288e+02
   2.100e+01    1.7201674e+05  8.6777112e+02
   2.300e+01    1.9022523e+05  9.5460493e+02
   2.500e+01    2.1140354e+05  1.0528232e+03
   2.700e+01    2.3067435e+05  1.1589766e+03
   2.900e+01    2.5497453e+05  1.2699947e+03
   3.100e+01    2.7565762e+05  1.3832764e+03
   3.300e+01    2.9836431e+05  1.4967054e+03
   3.500e+01    3.2100914e+05  1.6086239e+03
   3.700e+01    3.4390029e+05  1.7177839e+03
   3.900e+01    3.6589032e+05  1.8232874e+03
   4.100e+01    3.8455932e+05  1.9245255e+03
   4.300e+01    4.0371321e+05  2.0211211e+03
   4.500e+01    4.2433324e+05  2.1128773e+03
   4.700e+01    4.4447526e+05  2.1997349e+03
   4.900e+01    4.5609949e+05  2.2817361e+03
   5.100e+01    4.7333259e+05  2.3589960e+03
   5.300e+01    4.8667875e+05  2.4316801e+03
   5.500e+01    5.0094586e+05  2.4999869e+03
   5.700e+01    5.1059337e+05  2.5641344e+03
   5.900e+01    5.2741933e+05  2.6243508e+03
   6.100e+01    5.3812058e+05  2.6808664e+03
   6.300e+01    5.4875984e+05  2.7339091e+03
   6.500e+01    5.5790368e+05  2.7837008e+03
   6.700e+01    5.6543979e+05  2.8304543e+03
   6.900e+01    5.7450920e+05  2.8743726e+03
   7.100e+01    5.8743019e+05  2.9156476e+03
   7.300e+01    5.8941762e+05  2.9544596e+03
   7.500e+01    5.9806025e+05  2.9909778e+03
   7.700e+01    6.0152549e+05  3.0253598e+03
   7.900e+01    6.0936342e+05  3.0577526e+03
   7.500e+01    5.9685968e+05  2.9909778e+03
   1.300e+01    1.3738279e+05  6.8704843e+02
   1.500e+01    1.4122550e+05  7.0727924e+02
