#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9805965e+05  5.0000000e+03
   1.000e+00    3.0583217e+05  1.5299355e+03
   3.000e+00    3.0777497e+05  1.5372014e+03
   5.000e+00    3.4335657e+05  1.7042819e+03
   7.000e+00    3.8431309e+05  1.9480079e+03
   9.000e+00    4.5176056e+05  2.2558150e+03
   1.100e+01    5.1089757e+05  2.5431042e+03
   1.300e+01    5.5127051e+05  2.7804404e+03
   1.500e+01    5.9550398e+05  2.9680813e+03
   1.700e+01    6.2595933e+05  3.1146736e+03
   1.900e+01    6.4461139e+05  3.2294212e+03
   2.100e+01    6.6485229e+05  3.3199638e+03
   2.300e+01    6.7645611e+05  3.3921581e+03
   2.500e+01    6.8583261e+05  3.4503692e+03
   2.700e+01    6.9768944e+05  3.4978279e+03
   2.900e+01    7.0499211e+05  3.5369318e+03
   3.100e+01    7.1722890e+05  3.5694728e+03
   3.300e+01    7.1709575e+05  3.5968032e+03
   3.500e+01    7.2639999e+05  3.6199536e+03
   3.700e+01    7.3118627e+05  3.6397179e+03
   3.900e+01    7.3569562e+05  3.6567142e+03
   4.100e+01    7.3446736e+05  3.6714279e+03
   4.300e+01    7.3874321e+05  3.6842446e+03
   4.500e+01    7.3622461e+05  3.6954726e+03
   4.700e+01    7.3735013e+05  3.7053611e+03
   4.900e+01    7.4874314e+05  3.7141126e+03
   5.100e+01    7.4837336e+05  3.7218933e+03
   5.300e+01    7.4202137e+05  3.7288405e+03
   5.500e+01    7.4383238e+05  3.7350681e+03
   5.700e+01    7.5454521e+05  3.7406713e+03
   5.900e+01    7.5029949e+05  3.7457305e+03
   6.100e+01    7.5449912e+05  3.7503132e+03
   6.300e+01    7.5653307e+05  3.7544773e+03
   6.500e+01    7.5115244e+05  3.7582719e+03
   6.700e+01    7.5583646e+05  3.7617392e+03
   6.900e+01    7.4866729e+05  3.7649157e+03
   7.100e+01    7.5348481e+05  3.7678328e+03
   7.300e+01    7.5715271e+05  3.7705180e+03
   7.500e+01    7.5985887e+05  3.7729951e+03
   7.700e+01    7.5516350e+05  3.7752850e+03
   7.900e+01    7.5755996e+05  3.7774061e+03
   1.000e+00    3.0473846e+05  1.5299355e+03
   5.100e+01    7.4785309e+05  3.7218933e+03
   3.500e+01    7.1932253e+05  3.6199536e+03
