#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9666030e+05  5.0000000e+03
   1.000e+00    2.6888543e+05  1.3490416e+03
   3.000e+00    2.8169157e+05  1.4047685e+03
   5.000e+00    3.1575216e+05  1.5707271e+03
   7.000e+00    3.3803491e+05  1.7144405e+03
   9.000e+00    3.7019784e+05  1.8420739e+03
   1.100e+01    3.9583641e+05  1.9685986e+03
   1.300e+01    4.1922882e+05  2.0985641e+03
   1.500e+01    4.4625508e+05  2.2300842e+03
   1.700e+01    4.7108696e+05  2.3594145e+03
   1.900e+01    5.0350277e+05  2.4832151e+03
   2.100e+01    5.1749001e+05  2.5992237e+03
   2.300e+01    5.4350339e+05  2.7062312e+03
   2.500e+01    5.6055730e+05  2.8038388e+03
   2.700e+01    5.8025582e+05  2.8921952e+03
   2.900e+01    5.9328888e+05  2.9717817e+03
   3.100e+01    6.0891104e+05  3.0432567e+03
   3.300e+01    6.2595377e+05  3.1073520e+03
   3.500e+01    6.4246878e+05  3.1648069e+03
   3.700e+01    6.4184548e+05  3.2163300e+03
   3.900e+01    6.4529679e+05  3.2625791e+03
   4.100e+01    6.6143113e+05  3.3041519e+03
   4.300e+01    6.6239530e+05  3.3415842e+03
   4.500e+01    6.7560916e+05  3.3753520e+03
   4.700e+01    6.7672703e+05  3.4058753e+03
   4.900e+01    6.8059241e+05  3.4335236e+03
   5.100e+01    7.0127974e+05  3.4586210e+03
   5.300e+01    6.9676641e+05  3.4814517e+03
   5.500e+01    6.9726707e+05  3.5022647e+03
   5.700e+01    7.0275910e+05  3.5212780e+03
   5.900e+01    7.0483335e+05  3.5386834e+03
   6.100e+01    7.0884706e+05  3.5546489e+03
   6.300e+01    7.1972276e+05  3.5693225e+03
   6.500e+01    7.1524943e+05  3.5828345e+03
   6.700e+01    7.1731612e+05  3.5953001e+03
   6.900e+01    7.1992501e+05  3.6068209e+03
   7.100e+01    7.1926692e+05  3.6174872e+03
   7.300e+01    7.2468655e+05  3.6273790e+03
   7.500e+01    7.2923653e+05  3.6365674e+03
   7.700e+01    7.2589701e+05  3.6451159e+03
   7.900e+01    7.2927915e+05  3.6530812e+03
   3.300e+01    6.2292287e+05  3.1073520e+03
   3.000e+00    2.8123027e+05  1.4047685e+03
   7.500e+01    7.2571059e+05  3.6365674e+03
