#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0012529e+06  5.0000000e+03
   1.000e+00    2.7588962e+05  1.3763318e+03
   3.000e+00    2.8892654e+05  1.4441117e+03
   5.000e+00    3.2787442e+05  1.6369755e+03
   7.000e+00    3.6502690e+05  1.8262467e+03
   9.000e+00    4.0601231e+05  2.0316633e+03
   1.100e+01    4.4923995e+05  2.2469283e+03
   1.300e+01    4.9107164e+05  2.4526931e+03
   1.500e+01    5.2798185e+05  2.6373975e+03
   1.700e+01    5.6116061e+05  2.7973506e+03
   1.900e+01    5.8606918e+05  2.9332849e+03
   2.100e+01    6.1576421e+05  3.0478208e+03
   2.300e+01    6.2897304e+05  3.1440897e+03
   2.500e+01    6.4450889e+05  3.2250998e+03
   2.700e+01    6.5564356e+05  3.2934943e+03
   2.900e+01    6.6743060e+05  3.3514975e+03
   3.100e+01    6.7926518e+05  3.4009403e+03
   3.300e+01    6.9486577e+05  3.4433137e+03
   3.500e+01    6.9497457e+05  3.4798262e+03
   3.700e+01    7.0138140e+05  3.5114577e+03
   3.900e+01    7.1187351e+05  3.5390033e+03
   4.100e+01    7.1295251e+05  3.5631109e+03
   4.300e+01    7.2242215e+05  3.5843103e+03
   4.500e+01    7.1561747e+05  3.6030371e+03
   4.700e+01    7.2663202e+05  3.6196509e+03
   4.900e+01    7.2952261e+05  3.6344501e+03
   5.100e+01    7.2616427e+05  3.6476837e+03
   5.300e+01    7.3315903e+05  3.6595605e+03
   5.500e+01    7.3109397e+05  3.6702563e+03
   5.700e+01    7.3770218e+05  3.6799199e+03
   5.900e+01    7.4136085e+05  3.6886778e+03
   6.100e+01    7.3787428e+05  3.6966381e+03
   6.300e+01    7.3554691e+05  3.7038934e+03
   6.500e+01    7.3268095e+05  3.7105236e+03
   6.700e+01    7.3800124e+05  3.7165975e+03
   6.900e+01    7.4342033e+05  3.7221751e+03
   7.100e+01    7.4595873e+05  3.7273084e+03
   7.300e+01    7.4022368e+05  3.7320429e+03
   7.500e+01    7.4860492e+05  3.7364186e+03
   7.700e+01    7.5813300e+05  3.7404704e+03
   7.900e+01    7.5451300e+05  3.7442294e+03
   4.500e+01    7.2902630e+05  3.6030371e+03
   6.100e+01    7.4367257e+05  3.6966381e+03
   5.500e+01    7.4125597e+05  3.6702563e+03
