#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0090203e+06  5.0000000e+03
   1.000e+00    1.3396488e+05  6.7180603e+02
   3.000e+00    1.3681728e+05  6.8588883e+02
   5.000e+00    1.5091201e+05  7.5384436e+02
   7.000e+00    1.5978434e+05  7.9806745e+02
   9.000e+00    1.6757697e+05  8.4099984e+02
   1.100e+01    1.7227541e+05  8.7005551e+02
   1.300e+01    1.8120432e+05  9.0553044e+02
   1.500e+01    1.9213823e+05  9.6698140e+02
   1.700e+01    2.1055993e+05  1.0564871e+03
   1.900e+01    2.3353700e+05  1.1682367e+03
   2.100e+01    2.6041678e+05  1.2948981e+03
   2.300e+01    2.8507612e+05  1.4298399e+03
   2.500e+01    3.1210282e+05  1.5677239e+03
   2.700e+01    3.4089246e+05  1.7045442e+03
   2.900e+01    3.6937473e+05  1.8374737e+03
   3.100e+01    3.9379603e+05  1.9646481e+03
   3.300e+01    4.1618700e+05  2.0849482e+03
   3.500e+01    4.3887521e+05  2.1978061e+03
   3.700e+01    4.5807277e+05  2.3030460e+03
   3.900e+01    4.7977217e+05  2.4007603e+03
   4.100e+01    4.9914298e+05  2.4912153e+03
   4.300e+01    5.1486419e+05  2.5747837e+03
   4.500e+01    5.2700822e+05  2.6518959e+03
   4.700e+01    5.4293220e+05  2.7230069e+03
   4.900e+01    5.6006678e+05  2.7885735e+03
   5.100e+01    5.6994038e+05  2.8490404e+03
   5.300e+01    5.7929869e+05  2.9048308e+03
   5.500e+01    5.9641723e+05  2.9563420e+03
   5.700e+01    6.0222582e+05  3.0039424e+03
   5.900e+01    6.0774781e+05  3.0479718e+03
   6.100e+01    6.2345144e+05  3.0887409e+03
   6.300e+01    6.2716380e+05  3.1265335e+03
   6.500e+01    6.3305772e+05  3.1616077e+03
   6.700e+01    6.4232343e+05  3.1941979e+03
   6.900e+01    6.5083722e+05  3.2245164e+03
   7.100e+01    6.5189877e+05  3.2527559e+03
   7.300e+01    6.5498717e+05  3.2790908e+03
   7.500e+01    6.6036889e+05  3.3036791e+03
   7.700e+01    6.6746085e+05  3.3266640e+03
   7.900e+01    6.6725110e+05  3.3481751e+03
   9.000e+00    1.6889382e+05  8.4099984e+02
   5.100e+01    5.6359997e+05  2.8490404e+03
   6.300e+01    6.2087594e+05  3.1265335e+03
