#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9251682e+05  5.0000000e+03
   1.000e+00    8.2531073e+04  4.1313959e+02
   3.000e+00    8.5921713e+04  4.2646821e+02
   5.000e+00    9.4755106e+04  4.7353571e+02
   7.000e+00    1.0095099e+05  5.0759694e+02
   9.000e+00    1.0771363e+05  5.4016362e+02
   1.100e+01    1.1344259e+05  5.6714395e+02
   1.300e+01    1.1863504e+05  5.9212785e+02
   1.500e+01    1.2579369e+05  6.2978159e+02
   1.700e+01    1.3692027e+05  6.8724660e+02
   1.900e+01    1.5248197e+05  7.6455645e+02
   2.100e+01    1.7235266e+05  8.5869904e+02
   2.300e+01    1.9208509e+05  9.6576962e+02
   2.500e+01    2.1548709e+05  1.0818490e+03
   2.700e+01    2.4067102e+05  1.2033731e+03
   2.900e+01    2.6956867e+05  1.3272937e+03
   3.100e+01    2.9262683e+05  1.4511299e+03
   3.300e+01    3.1346253e+05  1.5729529e+03
   3.500e+01    3.3871098e+05  1.6913326e+03
   3.700e+01    3.6082858e+05  1.8052647e+03
   3.900e+01    3.8301018e+05  1.9140938e+03
   4.100e+01    4.0579092e+05  2.0174403e+03
   4.300e+01    4.2060713e+05  2.1151355e+03
   4.500e+01    4.4095556e+05  2.2071677e+03
   4.700e+01    4.6015002e+05  2.2936381e+03
   4.900e+01    4.7757962e+05  2.3747259e+03
   5.100e+01    4.8600609e+05  2.4506617e+03
   5.300e+01    5.0701235e+05  2.5217070e+03
   5.500e+01    5.1447436e+05  2.5881397e+03
   5.700e+01    5.2950525e+05  2.6502430e+03
   5.900e+01    5.4161139e+05  2.7082976e+03
   6.100e+01    5.5301056e+05  2.7625765e+03
   6.300e+01    5.6091411e+05  2.8133419e+03
   6.500e+01    5.7356849e+05  2.8608425e+03
   6.700e+01    5.7911335e+05  2.9053126e+03
   6.900e+01    5.8710131e+05  2.9469717e+03
   7.100e+01    6.0056149e+05  2.9860243e+03
   7.300e+01    6.0587343e+05  3.0226606e+03
   7.500e+01    6.1451637e+05  3.0570566e+03
   7.700e+01    6.2011485e+05  3.0893751e+03
   7.900e+01    6.2432527e+05  3.1197665e+03
   2.500e+01    2.1881437e+05  1.0818490e+03
   1.100e+01    1.1293660e+05  5.6714395e+02
   2.900e+01    2.6343830e+05  1.3272937e+03
