#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0024232e+06  5.0000000e+03
   1.000e+00    2.7122337e+05  1.3532764e+03
   3.000e+00    2.8531298e+05  1.4180138e+03
   5.000e+00    3.1870954e+05  1.5957815e+03
   7.000e+00    3.5242183e+05  1.7523961e+03
   9.000e+00    3.8068660e+05  1.8935792e+03
   1.100e+01    4.0595470e+05  2.0323694e+03
   1.300e+01    4.3105250e+05  2.1714987e+03
   1.500e+01    4.6089458e+05  2.3086455e+03
   1.700e+01    4.9109224e+05  2.4404877e+03
   1.900e+01    5.1001741e+05  2.5643903e+03
   2.100e+01    5.3720640e+05  2.6787878e+03
   2.300e+01    5.5476656e+05  2.7830524e+03
   2.500e+01    5.7434183e+05  2.8772311e+03
   2.700e+01    5.9693434e+05  2.9617962e+03
   2.900e+01    6.1390412e+05  3.0374546e+03
   3.100e+01    6.2401655e+05  3.1050159e+03
   3.300e+01    6.3304842e+05  3.1653087e+03
   3.500e+01    6.4678515e+05  3.2191312e+03
   3.700e+01    6.5805569e+05  3.2672246e+03
   3.900e+01    6.5719152e+05  3.3102611e+03
   4.100e+01    6.7041067e+05  3.3488414e+03
   4.300e+01    6.6814136e+05  3.3834966e+03
   4.500e+01    6.7671983e+05  3.4146935e+03
   4.700e+01    6.9037048e+05  3.4428405e+03
   4.900e+01    6.8592790e+05  3.4682940e+03
   5.100e+01    6.9790044e+05  3.4913649e+03
   5.300e+01    7.0355631e+05  3.5123243e+03
   5.500e+01    7.0439265e+05  3.5314083e+03
   5.700e+01    7.0648292e+05  3.5488235e+03
   5.900e+01    7.1890233e+05  3.5647501e+03
   6.100e+01    7.1207972e+05  3.5793462e+03
   6.300e+01    7.1804714e+05  3.5927502e+03
   6.500e+01    7.1953090e+05  3.6050841e+03
   6.700e+01    7.2085020e+05  3.6164549e+03
   6.900e+01    7.1791954e+05  3.6269574e+03
   7.100e+01    7.3350561e+05  3.6366753e+03
   7.300e+01    7.2680451e+05  3.6456827e+03
   7.500e+01    7.3110736e+05  3.6540455e+03
   7.700e+01    7.3603355e+05  3.6618223e+03
   7.900e+01    7.3100422e+05  3.6690655e+03
   6.100e+01    7.1932525e+05  3.5793462e+03
   1.100e+01    4.0673673e+05  2.0323694e+03
   5.700e+01    7.1128019e+05  3.5488235e+03
