#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0013215e+06  5.0000000e+03
   1.000e+00    3.0166499e+05  1.5055334e+03
   3.000e+00    3.1871152e+05  1.5913992e+03
   5.000e+00    3.6241925e+05  1.8107371e+03
   7.000e+00    4.0357970e+05  2.0141096e+03
   9.000e+00    4.3927033e+05  2.2078750e+03
   1.100e+01    4.7972991e+05  2.3957858e+03
   1.300e+01    5.1275654e+05  2.5713792e+03
   1.500e+01    5.4320907e+05  2.7293452e+03
   1.700e+01    5.7123435e+05  2.8677289e+03
   1.900e+01    5.9279475e+05  2.9870195e+03
   2.100e+01    6.1364808e+05  3.0889709e+03
   2.300e+01    6.3451554e+05  3.1757954e+03
   2.500e+01    6.5229703e+05  3.2497193e+03
   2.700e+01    6.6839262e+05  3.3127764e+03
   2.900e+01    6.7160893e+05  3.3667344e+03
   3.100e+01    6.8542647e+05  3.4130886e+03
   3.300e+01    6.9594640e+05  3.4530846e+03
   3.500e+01    6.9951574e+05  3.4877525e+03
   3.700e+01    7.0534105e+05  3.5179408e+03
   3.900e+01    7.1020966e+05  3.5443485e+03
   4.100e+01    7.1984371e+05  3.5675521e+03
   4.300e+01    7.2000749e+05  3.5880282e+03
   4.500e+01    7.2010446e+05  3.6061722e+03
   4.700e+01    7.2439054e+05  3.6223134e+03
   4.900e+01    7.2301711e+05  3.6367270e+03
   5.100e+01    7.3469975e+05  3.6496443e+03
   5.300e+01    7.3327273e+05  3.6612601e+03
   5.500e+01    7.3613878e+05  3.6717395e+03
   5.700e+01    7.3672914e+05  3.6812228e+03
   5.900e+01    7.4017683e+05  3.6898300e+03
   6.100e+01    7.4118750e+05  3.6976636e+03
   6.300e+01    7.4536671e+05  3.7048121e+03
   6.500e+01    7.2887989e+05  3.7113519e+03
   6.700e+01    7.3948408e+05  3.7173491e+03
   6.900e+01    7.4725201e+05  3.7228612e+03
   7.100e+01    7.5102774e+05  3.7279386e+03
   7.300e+01    7.4911810e+05  3.7326253e+03
   7.500e+01    7.4031737e+05  3.7369598e+03
   7.700e+01    7.4764171e+05  3.7409763e+03
   7.900e+01    7.5645456e+05  3.7447047e+03
   3.100e+01    6.7924720e+05  3.4130886e+03
   9.000e+00    4.4271065e+05  2.2078750e+03
   6.900e+01    7.4551123e+05  3.7228612e+03
