#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9988188e+05  5.0000000e+03
   1.000e+00    2.1321284e+05  1.0673819e+03
   3.000e+00    2.2011146e+05  1.0999914e+03
   5.000e+00    2.4100317e+05  1.2050149e+03
   7.000e+00    2.6207349e+05  1.3060862e+03
   9.000e+00    2.8848394e+05  1.4539270e+03
   1.100e+01    3.3189051e+05  1.6649187e+03
   1.300e+01    3.8307586e+05  1.9000980e+03
   1.500e+01    4.2400315e+05  2.1297735e+03
   1.700e+01    4.6745572e+05  2.3392558e+03
   1.900e+01    4.9995982e+05  2.5235176e+03
   2.100e+01    5.4229874e+05  2.6825580e+03
   2.300e+01    5.6661399e+05  2.8185947e+03
   2.500e+01    5.9005508e+05  2.9345811e+03
   2.700e+01    6.0902901e+05  3.0334971e+03
   2.900e+01    6.2818027e+05  3.1180506e+03
   3.100e+01    6.4089316e+05  3.1905818e+03
   3.300e+01    6.4604839e+05  3.2530614e+03
   3.500e+01    6.5805057e+05  3.3071266e+03
   3.700e+01    6.6567493e+05  3.3541287e+03
   3.900e+01    6.7576684e+05  3.3951804e+03
   4.100e+01    6.8867617e+05  3.4311985e+03
   4.300e+01    6.9119784e+05  3.4629397e+03
   4.500e+01    6.9806450e+05  3.4910308e+03
   4.700e+01    7.0295463e+05  3.5159924e+03
   4.900e+01    7.1215886e+05  3.5382591e+03
   5.100e+01    7.1336532e+05  3.5581950e+03
   5.300e+01    7.2214055e+05  3.5761065e+03
   5.500e+01    7.2240976e+05  3.5922528e+03
   5.700e+01    7.1883164e+05  3.6068537e+03
   5.900e+01    7.2040096e+05  3.6200966e+03
   6.100e+01    7.2443470e+05  3.6321420e+03
   6.300e+01    7.2948977e+05  3.6431277e+03
   6.500e+01    7.2842060e+05  3.6531726e+03
   6.700e+01    7.2789888e+05  3.6623798e+03
   6.900e+01    7.3704638e+05  3.6708386e+03
   7.100e+01    7.3506297e+05  3.6786272e+03
   7.300e+01    7.4382815e+05  3.6858136e+03
   7.500e+01    7.3731493e+05  3.6924578e+03
   7.700e+01    7.4564911e+05  3.6986125e+03
   7.900e+01    7.3858799e+05  3.7043241e+03
   9.000e+00    2.8805113e+05  1.4539270e+03
   5.000e+00    2.4024309e+05  1.2050149e+03
   4.500e+01    7.0591868e+05  3.4910308e+03
