#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9282960e+05  5.0000000e+03
   1.000e+00    5.4984895e+05  2.7328816e+03
   3.000e+00    5.5326770e+05  2.7419195e+03
   5.000e+00    5.9043765e+05  2.9530160e+03
   7.000e+00    6.1765202e+05  3.1001314e+03
   9.000e+00    6.4163052e+05  3.1984754e+03
   1.100e+01    6.5666315e+05  3.2731516e+03
   1.300e+01    6.6603248e+05  3.3348056e+03
   1.500e+01    6.7671843e+05  3.3878128e+03
   1.700e+01    6.8740624e+05  3.4341265e+03
   1.900e+01    6.8721243e+05  3.4747924e+03
   2.100e+01    6.9953520e+05  3.5105225e+03
   2.300e+01    7.1231989e+05  3.5419000e+03
   2.500e+01    7.1606102e+05  3.5694453e+03
   2.700e+01    7.1851594e+05  3.5936319e+03
   2.900e+01    7.2157485e+05  3.6148881e+03
   3.100e+01    7.2153281e+05  3.6335964e+03
   3.300e+01    7.3487611e+05  3.6500942e+03
   3.500e+01    7.2458519e+05  3.6646760e+03
   3.700e+01    7.3825620e+05  3.6775973e+03
   3.900e+01    7.4020249e+05  3.6890781e+03
   4.100e+01    7.3950083e+05  3.6993077e+03
   4.300e+01    7.4326730e+05  3.7084483e+03
   4.500e+01    7.4574487e+05  3.7166391e+03
   4.700e+01    7.4681733e+05  3.7239995e+03
   4.900e+01    7.4813909e+05  3.7306321e+03
   5.100e+01    7.4937186e+05  3.7366250e+03
   5.300e+01    7.4619962e+05  3.7420542e+03
   5.500e+01    7.4997432e+05  3.7469853e+03
   5.700e+01    7.4513552e+05  3.7514750e+03
   5.900e+01    7.5341452e+05  3.7555727e+03
   6.100e+01    7.4605489e+05  3.7593211e+03
   6.300e+01    7.5067952e+05  3.7627576e+03
   6.500e+01    7.4955302e+05  3.7659149e+03
   6.700e+01    7.5899622e+05  3.7688216e+03
   6.900e+01    7.5056797e+05  3.7715029e+03
   7.100e+01    7.5126819e+05  3.7739808e+03
   7.300e+01    7.4674792e+05  3.7762751e+03
   7.500e+01    7.5768632e+05  3.7784031e+03
   7.700e+01    7.5470515e+05  3.7803800e+03
   7.900e+01    7.4882037e+05  3.7822197e+03
   4.900e+01    7.4776953e+05  3.7306321e+03
   4.100e+01    7.4130428e+05  3.6993077e+03
   7.100e+01    7.5139904e+05  3.7739808e+03
