#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    1.0055473e+06  5.0000000e+03
   1.000e+00    3.3590259e+05  1.6825574e+03
   3.000e+00    3.4156317e+05  1.7011255e+03
   5.000e+00    3.5881394e+05  1.7859597e+03
   7.000e+00    3.7727923e+05  1.8706457e+03
   9.000e+00    3.9611410e+05  1.9824176e+03
   1.100e+01    4.3181333e+05  2.1628453e+03
   1.300e+01    4.7431271e+05  2.3665790e+03
   1.500e+01    5.1250304e+05  2.5612656e+03
   1.700e+01    5.4757740e+05  2.7337585e+03
   1.900e+01    5.7999478e+05  2.8812951e+03
   2.100e+01    5.9981585e+05  3.0055302e+03
   2.300e+01    6.2258915e+05  3.1095790e+03
   2.500e+01    6.3620899e+05  3.1967287e+03
   2.700e+01    6.5346836e+05  3.2699485e+03
   2.900e+01    6.6410722e+05  3.3317526e+03
   3.100e+01    6.7427757e+05  3.3842062e+03
   3.300e+01    6.8504306e+05  3.4289823e+03
   3.500e+01    6.9193726e+05  3.4674283e+03
   3.700e+01    7.0142653e+05  3.5006289e+03
   3.900e+01    7.0872891e+05  3.5294590e+03
   4.100e+01    7.0562063e+05  3.5546271e+03
   4.300e+01    7.1893056e+05  3.5767092e+03
   4.500e+01    7.1122890e+05  3.5961763e+03
   4.700e+01    7.2357729e+05  3.6134157e+03
   4.900e+01    7.2832694e+05  3.6287473e+03
   5.100e+01    7.2611722e+05  3.6424370e+03
   5.300e+01    7.3010409e+05  3.6547069e+03
   5.500e+01    7.3028294e+05  3.6657436e+03
   5.700e+01    7.3842973e+05  3.6757044e+03
   5.900e+01    7.2525603e+05  3.6847229e+03
   6.100e+01    7.3499598e+05  3.6929128e+03
   6.300e+01    7.3290668e+05  3.7003714e+03
   6.500e+01    7.4213486e+05  3.7071822e+03
   6.700e+01    7.4750803e+05  3.7134174e+03
   6.900e+01    7.4825956e+05  3.7191396e+03
   7.100e+01    7.4736905e+05  3.7244029e+03
   7.300e+01    7.4677668e+05  3.7292549e+03
   7.500e+01    7.4388711e+05  3.7337369e+03
   7.700e+01    7.5213138e+05  3.7378855e+03
   7.900e+01    7.5067879e+05  3.7417326e+03
   2.100e+01    5.9856845e+05  3.0055302e+03
   5.100e+01    7.2382666e+05  3.6424370e+03
   3.900e+01    7.0367292e+05  3.5294590e+03
