#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.9544046e+05  5.0000000e+03
   1.000e+00    5.7633986e+04  2.9028546e+02
   3.000e+00    5.9720009e+04  2.9886693e+02
   5.000e+00    6.6276582e+04  3.3086867e+02
   7.000e+00    7.0509910e+04  3.5469329e+02
   9.000e+00    7.5233896e+04  3.7389671e+02
   1.100e+01    7.8991657e+04  3.9417141e+02
   1.300e+01    8.1376158e+04  4.0721354e+02
   1.500e+01    8.4115961e+04  4.2263650e+02
   1.700e+01    8.9785245e+04  4.5083617e+02
   1.900e+01    9.8888731e+04  4.9561671e+02
   2.100e+01    1.1125063e+05  5.5677101e+02
   2.300e+01    1.2599601e+05  6.3248683e+02
   2.500e+01    1.4373556e+05  7.2037205e+02
   2.700e+01    1.6316235e+05  8.1785855e+02
   2.900e+01    1.8532450e+05  9.2240827e+02
   3.100e+01    2.0621438e+05  1.0316484e+03
   3.300e+01    2.2946249e+05  1.1434609e+03
   3.500e+01    2.4727021e+05  1.2560310e+03
   3.700e+01    2.7326578e+05  1.3678623e+03
   3.900e+01    2.9587242e+05  1.4777655e+03
   4.100e+01    3.1864383e+05  1.5848312e+03
   4.300e+01    3.3659426e+05  1.6883941e+03
   4.500e+01    3.5806331e+05  1.7879950e+03
   4.700e+01    3.7803152e+05  1.8833426e+03
   4.900e+01    3.9238518e+05  1.9742805e+03
   5.100e+01    4.1072990e+05  2.0607567e+03
   5.300e+01    4.2813155e+05  2.1427992e+03
   5.500e+01    4.4670920e+05  2.2204948e+03
   5.700e+01    4.5992151e+05  2.2939727e+03
   5.900e+01    4.7293215e+05  2.3633914e+03
   6.100e+01    4.8617669e+05  2.4289280e+03
   6.300e+01    4.9837124e+05  2.4907704e+03
   6.500e+01    5.1111504e+05  2.5491114e+03
   6.700e+01    5.1990752e+05  2.6041441e+03
   6.900e+01    5.2866616e+05  2.6560586e+03
   7.100e+01    5.4392260e+05  2.7050396e+03
   7.300e+01    5.5086748e+05  2.7512650e+03
   7.500e+01    5.6308358e+05  2.7949049e+03
   7.700e+01    5.6705811e+05  2.8361206e+03
   7.900e+01    5.7705990e+05  2.8750649e+03
   2.100e+01    1.1042048e+05  5.5677101e+02
   1.900e+01    9.8811714e+04  4.9561671e+02
   3.500e+01    2.4986578e+05  1.2560310e+03
