#   ncyc_cp         Intensity      Esd(Int.)
   0.000e+00    9.8985313e+05  5.0000000e+03
   1.000e+00    2.9506048e+05  1.4786229e+03
   3.000e+00    3.1550117e+05  1.5682298e+03
   5.000e+00    3.6008466e+05  1.7985147e+03
   7.000e+00    4.0339639e+05  2.0275162e+03
   9.000e+00    4.5283364e+05  2.2585633e+03
   1.100e+01    4.9602356e+05  2.4796343e+03
   1.300e+01    5.3615973e+05  2.6773046e+03
   1.500e+01    5.7037621e+05  2.8465775e+03
   1.700e+01    5.9473272e+05  2.9882434e+03
   1.900e+01    6.1883926e+05  3.1056036e+03
   2.100e+01    6.4591795e+05  3.2025769e+03
   2.300e+01    6.5967814e+05  3.2828504e+03
   2.500e+01    6.7347917e+05  3.3495868e+03
   2.700e+01    6.7958302e+05  3.4053824e+03
   2.900e+01    6.8938661e+05  3.4523246e+03
   3.100e+01    6.9970988e+05  3.4920754e+03
   3.300e+01    7.0817871e+05  3.5259552e+03
   3.500e+01    7.0859195e+05  3.5550135e+03
   3.700e+01    7.2188555e+05  3.5800877e+03
   3.900e+01    7.1447697e+05  3.6018491e+03
   4.100e+01    7.2441514e+05  3.6208387e+03
   4.300e+01    7.2580963e+05  3.6374951e+03
   4.500e+01    7.2198513e+05  3.6521759e+03
   4.700e+01    7.3340006e+05  3.6651747e+03
   4.900e+01    7.3411302e+05  3.6767337e+03
   5.100e+01    7.3267812e+05  3.6870539e+03
   5.300e+01    7.3743986e+05  3.6963033e+03
   5.500e+01    7.4216551e+05  3.7046227e+03
   5.700e+01    7.4576412e+05  3.7121309e+03
   5.900e+01    7.4107717e+05  3.7189286e+03
   6.100e+01    7.4621003e+05  3.7251015e+03
   6.300e+01    7.4092855e+05  3.7307232e+03
   6.500e+01    7.4808370e+05  3.7358566e+03
   6.700e+01    7.4563377e+05  3.7405560e+03
   6.900e+01    7.4969530e+05  3.7448687e+03
   7.100e+01    7.5525524e+05  3.7488355e+03
   7.300e+01    7.5429402e+05  3.7524922e+03
   7.500e+01    7.4566725e+05  3.7558701e+03
   7.700e+01    7.5192033e+05  3.7589965e+03
   7.900e+01    7.4845250e+05  3.7618957e+03
   7.700e+01    7.5028894e+05  3.7589965e+03
   6.100e+01    7.4844881e+05  3.7251015e+03
   4.300e+01    7.2286060e+05  3.6374951e+03
