sim_id,case_id,field_file,B0_MHz,B0_T,J_IS,k_ex,p_B,dw_N,B1_N,tau_m,tau_e,S2,r_IS,r_eff,csa_N,theta_N_rad,theta_N_deg,I0,relative_esd,noise_enabled,seed,repeated_ncyc,valid_points,nonfinite_points,skipped_count,skipped_ncyc
420,420,Data/600MHz/sim_000420_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,51;73;11,40,0,0,
421,421,Data/600MHz/sim_000421_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,67;35;73,40,0,0,
422,422,Data/600MHz/sim_000422_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,1;13;39,40,0,0,
423,423,Data/600MHz/sim_000423_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,5;15;23,40,0,0,
424,424,Data/600MHz/sim_000424_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,13;15;17,40,0,0,
425,425,Data/600MHz/sim_000425_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,73;55;77,40,0,0,
426,426,Data/600MHz/sim_000426_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,75;59;49,40,0,0,
427,427,Data/600MHz/sim_000427_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,79;51;57,40,0,0,
428,428,Data/600MHz/sim_000428_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,55;3;77,40,0,0,
429,429,Data/600MHz/sim_000429_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,39;63;9,40,0,0,
430,430,Data/600MHz/sim_000430_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,47;45;25,40,0,0,
431,431,Data/600MHz/sim_000431_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,17;57;49,40,0,0,
432,432,Data/600MHz/sim_000432_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,31;9;19,40,0,0,
433,433,Data/600MHz/sim_000433_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,13;21;47,40,0,0,
434,434,Data/600MHz/sim_000434_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.06777777777777778,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,39;73;29,40,0,0,
435,435,Data/600MHz/sim_000435_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,31;67;29,40,0,0,
436,436,Data/600MHz/sim_000436_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,29;79;27,40,0,0,
437,437,Data/600MHz/sim_000437_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,5;37;1,40,0,0,
438,438,Data/600MHz/sim_000438_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,27;69;15,40,0,0,
439,439,Data/600MHz/sim_000439_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,55;1;73,40,0,0,
440,440,Data/600MHz/sim_000440_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,49;13;39,40,0,0,
441,441,Data/600MHz/sim_000441_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,19;77;25,40,0,0,
442,442,Data/600MHz/sim_000442_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,43;47;57,40,0,0,
443,443,Data/600MHz/sim_000443_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,41;1;49,40,0,0,
444,444,Data/600MHz/sim_000444_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,7;17;21,40,0,0,
445,445,Data/600MHz/sim_000445_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,71;27;49,40,0,0,
446,446,Data/600MHz/sim_000446_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,37;29;41,40,0,0,
447,447,Data/600MHz/sim_000447_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,1;79;33,40,0,0,
448,448,Data/600MHz/sim_000448_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,17;61;37,40,0,0,
449,449,Data/600MHz/sim_000449_1N-HN.out,600.0,14.091966957139045,92.0,677.7777777777778,0.07,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,57;15;73,40,0,0,
450,450,Data/600MHz/sim_000450_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,45;3;39,40,0,0,
451,451,Data/600MHz/sim_000451_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,7;71;69,40,0,0,
452,452,Data/600MHz/sim_000452_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,15;11;9,40,0,0,
453,453,Data/600MHz/sim_000453_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,63;67;57,40,0,0,
454,454,Data/600MHz/sim_000454_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,79;59;27,40,0,0,
455,455,Data/600MHz/sim_000455_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,21;77;51,40,0,0,
456,456,Data/600MHz/sim_000456_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,13;51;67,40,0,0,
457,457,Data/600MHz/sim_000457_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,47;37;39,40,0,0,
458,458,Data/600MHz/sim_000458_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,1;57;39,40,0,0,
459,459,Data/600MHz/sim_000459_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,45;77;57,40,0,0,
460,460,Data/600MHz/sim_000460_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,23;15;75,40,0,0,
461,461,Data/600MHz/sim_000461_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,1;27;13,40,0,0,
462,462,Data/600MHz/sim_000462_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,39;35;23,40,0,0,
463,463,Data/600MHz/sim_000463_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,73;7;57,40,0,0,
464,464,Data/600MHz/sim_000464_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,17;13;41,40,0,0,
465,465,Data/600MHz/sim_000465_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,77;1;23,40,0,0,
466,466,Data/600MHz/sim_000466_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,25;15;7,40,0,0,
467,467,Data/600MHz/sim_000467_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,39;23;65,40,0,0,
468,468,Data/600MHz/sim_000468_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,5;45;53,40,0,0,
469,469,Data/600MHz/sim_000469_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,11;53;7,40,0,0,
470,470,Data/600MHz/sim_000470_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,31;9;59,40,0,0,
471,471,Data/600MHz/sim_000471_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,43;37;23,40,0,0,
472,472,Data/600MHz/sim_000472_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,35;5;77,40,0,0,
473,473,Data/600MHz/sim_000473_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,51;17;71,40,0,0,
474,474,Data/600MHz/sim_000474_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,59;77;13,40,0,0,
475,475,Data/600MHz/sim_000475_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,33;15;67,40,0,0,
476,476,Data/600MHz/sim_000476_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,45;11;67,40,0,0,
477,477,Data/600MHz/sim_000477_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,5;9;37,40,0,0,
478,478,Data/600MHz/sim_000478_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,69;77;23,40,0,0,
479,479,Data/600MHz/sim_000479_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.052222222222222225,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,51;77;73,40,0,0,
480,480,Data/600MHz/sim_000480_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,77;59;33,40,0,0,
481,481,Data/600MHz/sim_000481_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,31;5;45,40,0,0,
482,482,Data/600MHz/sim_000482_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,55;33;25,40,0,0,
483,483,Data/600MHz/sim_000483_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,43;23;73,40,0,0,
484,484,Data/600MHz/sim_000484_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,27;15;3,40,0,0,
485,485,Data/600MHz/sim_000485_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,73;53;21,40,0,0,
486,486,Data/600MHz/sim_000486_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,49;77;17,40,0,0,
487,487,Data/600MHz/sim_000487_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,53;57;49,40,0,0,
488,488,Data/600MHz/sim_000488_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,55;29;39,40,0,0,
489,489,Data/600MHz/sim_000489_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,5;31;63,40,0,0,
490,490,Data/600MHz/sim_000490_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,41;73;69,40,0,0,
491,491,Data/600MHz/sim_000491_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,9;51;63,40,0,0,
492,492,Data/600MHz/sim_000492_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,35;21;43,40,0,0,
493,493,Data/600MHz/sim_000493_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,47;35;63,40,0,0,
494,494,Data/600MHz/sim_000494_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05444444444444445,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,11;55;45,40,0,0,
495,495,Data/600MHz/sim_000495_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,67;37;57,40,0,0,
496,496,Data/600MHz/sim_000496_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,23;9;27,40,0,0,
497,497,Data/600MHz/sim_000497_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,61;3;13,40,0,0,
498,498,Data/600MHz/sim_000498_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,35;77;33,40,0,0,
499,499,Data/600MHz/sim_000499_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,61;37;31,40,0,0,
500,500,Data/600MHz/sim_000500_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,27;29;17,40,0,0,
501,501,Data/600MHz/sim_000501_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,3.142857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,31;73;65,40,0,0,
502,502,Data/600MHz/sim_000502_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,3.5,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,3;77;27,40,0,0,
503,503,Data/600MHz/sim_000503_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,3.857142857142857,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,73;29;71,40,0,0,
504,504,Data/600MHz/sim_000504_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,4.214285714285714,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,35;63;77,40,0,0,
505,505,Data/600MHz/sim_000505_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,4.571428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,77;43;67,40,0,0,
506,506,Data/600MHz/sim_000506_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,4.928571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,15;21;41,40,0,0,
507,507,Data/600MHz/sim_000507_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,5.285714285714286,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,45;9;5,40,0,0,
508,508,Data/600MHz/sim_000508_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,5.642857142857143,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,59;23;73,40,0,0,
509,509,Data/600MHz/sim_000509_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05666666666666667,6.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,15;5;71,40,0,0,
510,510,Data/600MHz/sim_000510_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,1.0,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,79;11;75,40,0,0,
511,511,Data/600MHz/sim_000511_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,1.3571428571428572,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,7;29;65,40,0,0,
512,512,Data/600MHz/sim_000512_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,1.7142857142857144,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,63;33;65,40,0,0,
513,513,Data/600MHz/sim_000513_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,2.071428571428571,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,45;59;15,40,0,0,
514,514,Data/600MHz/sim_000514_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,2.428571428571429,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,61;49;75,40,0,0,
515,515,Data/600MHz/sim_000515_1N-HN.out,600.0,14.091966957139045,92.0,866.6666666666666,0.05888888888888889,2.7857142857142856,5555.0,5e-09,5e-11,0.85,1.02e-10,1.86e-10,-0.00016,0.3839724354387525,22.0,1000000.0,0.005,True,1,67;13;47,40,0,0,
